ID	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	EVENT_VALIDITY	CAUSE_CODE	FOCAL_DEPTH	PRIMARY_MAGNITUDE	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	MAXIMUM_WATER_HEIGHT	ABE	IIDA	SOLOVIEV	WARNING_STATUS	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
884	1859	8	25				2	1		6.2	EL SALVADOR		EL SALVADOR	13.33	-87.81	88			1	1.5																									
886	1859	9	24				2	0			USA	CA	HALF MOON BAY, N. CALIFORNIA			88	4.6		2.2	0																					1				
887	1859	9	25				2	1		6.8	INDONESIA		BANDA SEA	-5.5	130.5	83			1	.5																									
888	1859	10	5	12	0		4	1		7.6	CHILE		N. CHILE	-27.35	-70.35	89	5.5		2.5	2.5									1					10	1						2	339	3		
889	1859	10	11				-1	1			CHILE		N. CENTRAL CHILE			89																										200	3		
892	1859	10	20				2	1			INDONESIA		SOUTH OF JAVA	-9	111	60				1		2	1											2	1										
891	1859	10	20				1	0			GREECE		PIREAUS			50				2																									
893	1859	10	26				-1	0			INDONESIA		N. MOLUCCAS ISLANDS			83																													
5002	1859	11	22				2	1			AUSTRALIA		TASMANIA	-40.85	145.32	81																													
894	1859	12	9	2	0		3	1		7	EL SALVADOR		EL SALVADOR	13.7	-89.8	88			1	1.5																					3		3		
895	1859	12	17				2	1			INDONESIA		N. MOLUCCAS ISLANDS	.9	124.9	83				0																									
896	1859	12	25				3	0			INDONESIA		N. MOLUCCAS ISLANDS	1.37	125.1	83				1																									
3441	1860	1	6				2	1			SPAIN		SEA OF ALBORAN			50				2																									
898	1860	3	17				1	0			MEXICO		S. MEXICO	16.7	-99.2	88																													
897	1860	4	8				4	1		7.5	HAITI		ANSE-A-VEAU	18.52	-73.35	74																													
900	1860	4	23				3	1			PERU		CENTRAL PERU	-12.1	-77.1	89				0																					3		2		2
901	1860	8					1	1			INDONESIA		SULAWESI-N. MOLUCCAS ISLANDS	1.3	121	83				0																									
902	1860	10	6				3	1			INDONESIA		CERAM SEA	-1.25	128.5	83				0																									
903	1860	12	1				2	0			USA		HAWAII			80	3.6		1.8	1.5																									
904	1861	2	16				4	1	70	8.5	INDONESIA		SW. SUMATRA	-1	97.5	60	7			3		1105	4						2					1105	4						2				
905	1861	2	21				0	1			INDONESIA		WANAIDJAS			60																													
907	1861	3	9				4	1	20	7	INDONESIA		SW. SUMATRA	.009	98	60				2		950	3						1	96	1			950	3						3	96	2		
908	1861	3	20				-1	1			CHILE		SC. CHILE			89																													
906	1861	3					2	0			INDONESIA		BANDA SEA	-3.7	128.2	83	1.8			1									1												1				
909	1861	4	26				4	1	70	7	INDONESIA		SW. SUMATRA	1	97.5	60				1.5																									
910	1861	5	4				-1	11			USA	CA	N. CALIFORNIA			88																													
2687	1861	5	5				-1	11			USA	CA	N. CALIFORNIA			88																													
912	1861	6	5				2	0			INDONESIA		JAVA	-6.3	107.3	60			1	1									1				2								1				2
913	1861	6	17				3	1		6.8	INDONESIA		SW. SUMATRA	1	97.5	60				.5																									
914	1861	9	25				3	1		6.5	INDONESIA		SW. SUMATRA	-1.5	100	60				1.5									1		1										1		1		
915	1861	10	20	17	30		4	1		7.4	JAPAN		OFF MIYAGI	38.5	142	85	3.9		2	2									1												2	70	2		
918	1861	12	26				4	3		7.3	GREECE		CORINTH GULF	38.2	22.2	50	2.1		1.1	4									2		3										2		3		
3442	1862	1	1	8	45		3	1			GREECE		IONIAN SEA	38.25	22.25	50				2									1												1		1		
919	1862	1	28				1	9			USA		HAWAII			80				1																									
920	1862	3	4	9	30		1	1		6	PHILIPPINES		W. LUZON ISLAND	14.5	121	84				.5									1												1				1
3443	1862	3	18				2	1			FRANCE		LIGURIAN SEA			50																													
921	1862	4	8				-1	0			INDONESIA		CHERIBON DISTRICT, JAVA	-6.7	108.57	60	2.1		1.1																										
922	1862	5	27	20	0		4	3		5.9	USA	CA	S. CALIFORNIA	32.7	-117.2	88	1.2		.3																										
3560	1862	7	10				2	1		6.5	GHANA		GOLD COAST	7	.4	77																		3	1						3		3		
3444	1862	11	24				2	0			ITALY		GULF OF GENOVA			50																													
927	1863	3	16				1	1			INDONESIA		JAVA	-6.1	106.7	60				0																									
3445	1863	3	22	21	30		1	1			GREECE		AEGEAN SEA	36.5	28	50																													
928	1863	6	3	11	20		2	1		6.5	PHILIPPINES		W. LUZON ISLAND	14.5	121	84			1	1			2						1					400	3			2000	4		4	1172	4		
929	1863	8	17				2	1		7.5	VANUATU		VANUATU ISLANDS	-19	168.5	82				1															3										
930	1863	9	20				3	1		6.4	JAPAN		NW. HOKKAIDO ISLAND	44.6	141.5	85				0																									
925	1863						1	0			CANADA	NL	NEWFOUNDLAND			75																													
932	1864	2	16				-1	1			INDONESIA		SW. SUMATRA			60																													
4742	1864	5	19				1	1			HAITI		JACMEL	18.2	-72.53	74																									2				
934	1864	5	23				3	1		7.8	INDONESIA		NW. IRIAN JAYA	-1	135	83	3		3.6	1.5		250	3						3		3			250	3						3		3		
2794	1864	6	27	22	30		3	1			CANADA	NL	SW AVALON PENINSULA, NEWFOUNDLAND	46.5	-53.7	75																													
935	1865	1	8				3	1			PERU		CENTRAL PERU	-12	-77.1	89	2		1	1.5		5	1						1		1			5	1						1		1		
936	1865	3	1				1	0			JAPAN		RYUKYU ISLANDS	26.2	127.5	85				.5																									
5539	1865	3	1				2	1			PERU		CALLAO							.5																									
938	1865	7	16	3	0	0	1	1			USA	AK	UNALASKA ISLAND, AK	54	-167	87													1		1														
939	1865	10	4				-1	0			USA	CA	SAN FRANCISCO, CA	37	-122	88																													
940	1865	10	8	20	46		3	3		6.3	USA	CA	N. CALIFORNIA	37.2	-121.9	88				.5																				.5	1		2		
941	1865	10	13				-1	0			PHILIPPINES		SULU SEA			84																													
942	1865	10	19				2	1		6	PHILIPPINES		PHILIPPINES	13.25	123.5	84				0									2	223	3		2												
943	1865	11	18				4	1		8	TONGA		TONGA ISLANDS	-19.5	-173.5	81	1.25			3									1	20	1										1	20	1		
944	1865	11	28				1	0			PERU		CENTRAL PERU	-12.08	-77	89				1									1												1				
945	1866	1	2				2	1		6.5	ALBANIA		ALBANIAN COASTS	40.3	19.4	50				4														60	2										
946	1866	1	6				3	0			ALBANIA		ALBANIAN COASTS			50				3																									
947	1866	1	19				2	1		6.8	GREECE		CHIOS ISLAND, AEGEAN ISLANDS			50																													
948	1866	1	31				2	6			GREECE		THERA ISLAND (SANTORINI)	36.404	25.396	50																													
950	1866	2	2				2	1			GREECE		E. SPORADES ISLANDS, AEGEAN ISLANDS	38.3	26.2	50				3																									
951	1866	2	6				3	1		6	GREECE		S. COASTS PELOPONNESUS, GREECE	36	23	50	8.6			4																									
952	1866	3	2	15	30		3	1		6.3	ALBANIA		ALBANIAN COASTS	40.4	19.5	50				3																									
953	1866	3	6				3	1		6	GREECE		THERA ISLAND (SANTORINI)	36.404	25.396	50				4																									
954	1866	3	13				2	1		5.5	ALBANIA		ALBANIAN COASTS			50				3																									
955	1866	8	9				1	0			AUSTRALIA		SYDNEY HARBOR	-33.8	151.3	81				-1																									
956	1866	8	15				1	0			AUSTRALIA		SYDNEY HARBOR	-33.8	151.3	81				-1																									
957	1866	9	5	13	0	0	2	1			USA	AK	KODIAK ISLAND, AK	58	-152	87													1																
958	1866	9	12				1	6			USA TERRITORY	AS	MANUA ISLANDS, AMERICAN SAMOA	-14.217	-169.583	81																													
959	1866	10					1	1			GREECE		MIRTOON SEA			50																													
960	1866	12	20				-1	9			USA	OR	PORT TOWNSEND, WA			88																													
3446	1867	2	4				3	1		7.4	GREECE		IONIAN SEA	38.39	20.52	50				2																									
3447	1867	3	15	18			0	1			ITALY		LAKE MAGGIORE	46	8.7	50						16	1						1	7	1			16	1						1	7	1		
961	1867	4	10				2	0			GREECE		LIXOURI			50				2																									
4241	1867	5	7	10			4	1			NORWAY		WESTERN NORWAY	58.667	6.167	73				3																									
963	1867	8	5				1	0			AUSTRALIA		SYDNEY HARBOR	-33.8	151.3	81				-1																									
965	1867	9	20	3	15		4	1		7.1	GREECE		PELOPONNESUS, GREECE	36.4	22.2	50	6			4			2						2		2				2						2		2		
962	1867	9					1	1		7.5	VENEZUELA		ISLA DE MARGARITA	10.9	-64.1	74																													
3448	1867	10	4				2	1			GREECE		IONIAN SEA			50																													
966	1867	11	18	18	45		4	1	33	7.5	USA TERRITORY	VI	VIRGIN ISLANDS	18.1	-65.1	74	18.3		2.3			24	1						3					24	1						4				
3449	1867	11	19	21			1	0			GREECE		AEGEAN SEA			50																													
967	1867	12	18				4	1		6	EAST CHINA SEA		E. CHINA SEA	25.5	121.7	84			2	2		200	3						2		2			200	3						2		2		
969	1868	3	17	11	37	0	3	1			USA TERRITORY	VI	VIRGIN ISLANDS	18.1	-65.1	74	1.5		-.7																										
971	1868	4	3	2	24		4	1		7.9	USA	HI	HAWAII	19	-155.5	80	13.7		4.3	3.5		47	1						2	108	3			77	2						2		3		
972	1868	4	4				-1	0			USA	HI	HAWAII			80																													
973	1868	4	10				-1	0			USA	HI	HAWAII			80																													
974	1868	4	20				-1	0			USA	HI	HAWAII			80																													
975	1868	5	15				2	1			USA	AK	SHUMAGIN ISLANDS, AK	55	-161	87	6.1			2.5																									
3450	1868	5	22				3	1			ITALY		LAKE GARDA	45.7	10.7	50																													
976	1868	5	25				2	1			MEXICO		S. MEXICO	16.8	-99.2	88																													
978	1868	6	13				-1	0			USA	CA	S. CALIFORNIA			88																													
980	1868	8	11				-1	0			PERU		PERU-NORTHERN CHILE			89																													
981	1868	8	12				3	1			MEXICO		S. MEXICO	16.8	-99.9	88																													
983	1868	8	13	21	30		4	1	25	8.5	CHILE		N. CHILE	-18.6	-71	89	18		4.2	3.5			4						4					25000	4					300	4				
982	1868	8	13				2	1		8.5	VENEZUELA		RIO CARIBE	10.7	-63.1	74																													
5484	1868	8	14	1	30		4	1		8.5	CHILE		N. CHILE	-18.6	-71	89	.17																												
988	1868	8	19				4	0			INDIA		ANDAMAN ISLANDS	11.67	92.73	60	4		2																										
3451	1868	9	5	2			2	4			ITALY		CALABRIAN ARC	37.6	15.133	50																													
989	1868	9	14				2	1			CHILE		CHILE:  TALCAHUANO	-36.7	-73.2	89	1			.5																									
990	1868	10	2	7	30		2	0			USA		HAWAII			80	6.1		3.2																										
991	1868	10	2				2	1			PERU		S. PERU	-17	-72.5	89				.5																					1				
992	1868	10	16				2	1			CHILE		CENTRAL CHILE	-33.1	-71.7	89	1			.5																									
5508	1868	10	18	12	35		4	1	12	7.6	NEW ZEALAND			-40.2	173	81	3																												
993	1868	10	21	15	53		3	3		6.8	USA	CA	N. CALIFORNIA	37.7	-122.1	88	4.5		2.2	.5														30	1					.35	1		3		
5549	1869	1	4	1	30		1	0			NEW ZEALAND		NORTH ISLAND	-39.05	174.07	81																													
995	1869	1	27				2	1			CHILE		CENTRAL CHILE	-36.6	-73	89																													
996	1869	2	6				2	1			CHILE		CENTRAL CHILE	-39.9	-73.4	89																													
997	1869	2	10	12	59		1	1			USA	CA	N. CALIFORNIA			88																													
998	1869	2	13	12	59		1	1			USA	CA	N. CALIFORNIA			88				0																									
5509	1869	3	2				3	0			NEW ZEALAND			-42.719	170.961	81	.6																												
5548	1869	3	31	18	0		2	0			NEW ZEALAND		SOUTH ISlAND	-45.09	170.98	81																													
999	1869	4	22				1	1			PERU		PERU	-12.1	-77.1	89				1																					3				3
1000	1869	6	1				3	0			USA	CA	N. CALIFORNIA			88																													
3040	1869	6	25				2	1			CHILE		N. CHILE	-19.6	-70.2	89																													
1003	1869	7	24				3	1			USA	HI	OFF N COAST OF OAHU, HAWAII	20	-155	80	8.2		3.2	3																									
1004	1869	8	9				3	1			CHILE		CENTRAL CHILE	-30	-71.4	89	3			1.5																									
1005	1869	8	11				1	0			AUSTRALIA		SYDNEY HARBOR	-33.8	151.3	81				-1																									
1006	1869	8	16	7	0		2	1		7	PHILIPPINES		SULU SEA	12.5	123.5	84				0																					3		2		3
1007	1869	8	19				-1	1		6.5	PERU		S. PERU			89																													
5408	1869	8	21	16	40		1	1		6.8	CHILE		N. CHILE	-21	-70	89				0																									
1010	1869	8	24	17	10		3	1		7.5	CHILE		N. CHILE	-19.6	-70.23	89	2			1.5									1												1				
3452	1869	9	9				2	1			GREECE		AEGEAN SEA			50																													
2294	1869	10	11	13			1	1	18	5.6	UKRAINE		BLACK SEA	44.75	35	40				3																									
1012	1869	12	28				3	1		6.9	GREECE		IONIAN ISLANDS	38.8	20.7	50				2																									
5510	1870	4	6	19	30		2	0			NEW ZEALAND		WELLINGTON	-41.29	174.78	81	.6																												
5524	1870	4	29				-1				NEW ZEALAND		WESTPORT	-41.75	171.58	81																													
2330	1870	5	11	23	30		3	1		7.9	MEXICO		PUERTO ANGEL, MEXICO	15.4	-96.3	88																		24	1			20	1		3		3		
1013	1870	6	24				3	1			EGYPT		ALEXANDRIA	32.2	29.6	50																													
3455	1870	7	29				2	1			CROATIA		ADRIATIC SEA	43.03	16.15	50				3																									
3420	1870	8	1	0	45		1	1		7	GREECE		IONIAN SEA	38.5	22.5	50				4														100	2						2		3		
3421	1870	8	6				3	1			CROATIA		ADRIATIC SEA			50																													
1015	1870	8	12				1	0			AUSTRALIA		SYDNEY HARBOR	-33.8	151.3	81				-1																									
3422	1870	10	28	9	45		3	1			ITALY		TYRRHENIAN SEA	39.28	16.28	50																													
3423	1870	11	2	3	30		2	1			ITALY		CALABRIAN ARC			50																													
3424	1871	1	17				1	1			ITALY		LIGURIAN SEA			50				4																									
1016	1871	2	5				2	1			PERU		S. PERU	-13.65	-76.4	89				1																									
5411	1871	2	7				2	1			MEXICO		S. MEXICO	18.2	-94.5	74	.3																												
1018	1871	2	18				-1	0			USA	HI	HAWAII			80																													
1019	1871	2	20	8	41		1	1		7	USA	HI	HAWAII	20.7	-157	80																									2				2
1022	1871	3	3				4	6			INDONESIA		RUANG	2.28	125.425	83	25		4.6	3.5		400	3						2	75	2			400	3						2	75	2		
1023	1871	3	25				2	1		7.5	CHILE		CENTRAL CHILE	-35	-72.5	89	1			.5																					3		3		
5525	1871	3					1	0			NEW ZEALAND		WESTPORT	-41.75	171.58	81																													
1020	1871	4	30				1	6			PHILIPPINES		SULU SEA	9.203	124.673	84				2															1						3		3		
2357	1871	6	18	0	0	0	2	1			USA	NY	LONG ISLAND, NEW YORK	40.5	-73.9	75																													
1024	1871	8	20				2	1			CHILE		CENTRAL CHILE	-33.1	-71.7	89			-1	.5																									
1025	1871	8	21				2	1		7	PERU		S. PERU	-13	-77	89			1	1																									
1027	1871	8	25				1	1			INDONESIA		N. MOLUCCAS ISLANDS	.5	123	83				0																									
5547	1871	8					1	0			NEW ZEALAND		HOKITIKA RIVER, SOUTH ISLAND	-42.72	170.96	81																													
5414	1871	9	7				1	0			FRANCE		NORTHERN FRANCE: ILLE-ET-VILAINE	48.7	-2	50																													
1029	1871	10	5	9			-1	1			CHILE		N. CHILE			89																													
1028	1871	10	5				1	0			GREECE		CORINTH GULF			50																													
1031	1871	12	28				2	1			CHILE		S. CHILE	-41.5	-73	89				.5																									
1034	1872	1	10				1	1		6.5	PERU		S. PERU	-16.4	-71.5	89				0																									
1035	1872	1	13				-1	9			USA	HI	HAWAII			80																													
1036	1872	1	22				-1	9			USA	HI	HAWAII			80																													
1037	1872	1	26				3	1		6	PHILIPPINES		PHILIPPINES	16	119	84				1.5																					1				
1038	1872	3	14	8	20		4	1	33	7.4	JAPAN		SW. HONSHU ISLAND	34.9	132	85	3		1.5	1														804	3			200	3		1	5796	4		
1039	1872	3	26	10	30		-1	1		7.3	USA	CA	S. CALIFORNIA	36.7	-118.1	88																													
1040	1872	8	23	18	6		4	1			USA	AK	FOX ISLANDS, ALEUTIAN ISLANDS, AK	52.2	-168.5	87	1.3		1.6	0																									
1042	1872	8	27				-1	0			USA	HI	HAWAII			80																													
1043	1872	9	16				3	0			USA	CA	SAN FRANCISCO, N. CALIFORNIA			88	.1			0																									
1044	1872	11	17				2	1			USA	ME	PENOBSCOT BAY, MAINE	44.183	-68.917	75	.51																												
5415	1872						3	1			JAPAN		BONIN ISLANDS [CHICHIJIMA ISLAND]	27.07	142.21	85				2									1												1				
1032	1872						4	1			ICELAND		ICELAND			73																													
1052	1873	7	7				-1	1			CHILE		NC. CHILE/ SC. CHILE			89																													
2378	1873	10	13				1	1	0		PANAMA		PANAMA CITY	8.96	-79.53	74																													
3425	1873	10	25	22	38		-1	1			GREECE		IONIAN SEA			50																													
1053	1873	11	19				1	1			CHILE		N. CHILE	-23.6	-70.4	89				2																									
1055	1873	11	23	5	9		3	3		6.7	USA	CA	N. CALIFORNIA	42	-124	88	3.05																												
1049	1873						3	1		8	PAPUA NEW GUINEA		MACLAY COAST	-5.5	146	82			1	2									2		2				2						2		2		
1057	1874	3	11				2	1			USA TERRITORY	VI	VIRGIN ISLANDS	18.1	-65.1	74																													
5284	1874	5					2	1			BANGLADESH		SUNDERBANS	22	89	60						2000	4											2000	4										
1058	1874	5					-1	1			INDONESIA		N. MOLUCCAS ISLANDS			83																													
2607	1874	5					3	8			USA	AK	LITUYA BAY, AK	58.64	-137.57	87	24.38																												
1061	1875	2	23				1	1			MEXICO		S. MEXICO	20	-105	88																													
3453	1875	3	18	18	0	51	4	1			ITALY		ADRIATIC SEA	44.2	12.4	50				4																									
1062	1875	3	28				3	1		8	NEW CALEDONIA		LIFOU ISLAND, LOYALTY ISLANDS	-20	168.5	82	4		2	2.5		25	1						3		3			25	1						3		3		
1063	1875	5	10				2	1		7	VANUATU		VANUATU ISLANDS	-18.5	168	82				.5																									
2414	1875	10	12				-1	9			USA	CA	N. CALIFORNIA			88																													
1059	1875						2	1		7	PAPUA NEW GUINEA		BISMARCK SEA	-6	147	82																													
1064	1876	5	28				3	1	50	6.8	INDONESIA		CERAM SEA	-3	127.25	83	.3			-1																					1				3
5536	1876	10	26				2	2			JAPAN		RYUKYU ISLANDS			85				1																									
3454	1876	12	23				3	0			ITALY		LIGURIAN SEA			50																													
3679	1876						-1	9			INDIA		BAY OF BENGAL			60																													
1067	1877	2	2				-1	4			USA	HI	S.W. COAST OF HAWAII			80																													
1068	1877	2	24				2	4			USA	HI	S.W. COAST OF HAWAII			80				.5																									
1069	1877	4	16				1	9			USA	CA	N. TO S. CALIFORNIA	35	-120	88	1.8		1.8	2																									
1072	1877	5	4				1	6			USA	HI	HAWAII			80				1																									
1075	1877	5	10	0	59		4	1		8.3	CHILE		N. CHILE	-21.5	-70.5	89	24		4.4	3.5		2477	4						3		3			2541	4						3		3		
1077	1877	5	14				2	1			PERU		CENTRAL PERU	-12.07	-77.15	89				1																									
1079	1877	5	15				2	1			CHILE		N. CHILE	-21.2	-70.1	89																													
1080	1877	6	15				1	1			CHILE		N. CHILE	-19.6	-70.2	89																													
1081	1877	8	23				3	1			CHILE		N CHILE	-20.2	-70.1	89	1			.5																									
1082	1877	9	2				1	0			CHILE		SC. CHILE	-33	-71.6	89				.5																									
1083	1877	10	9				1	1			CHILE		N. CHILE	-24	-71	89				.5																									
5493	1877	10	11				2	1			COLOMBIA			-3.7	-77.5	89																													
5546	1877	12	1	8	30		2	0			NEW ZEALAND		WAIPIRO BAY	-38.02	178.33	81																													
1086	1878	1	10				3	4		7.5	VANUATU		TANNA ISLAND	-19	168.5	82	12		3.6	3									1												1				
1087	1878	1	14				-1	9			USA	CA	CALIFORNIA			88													1												1				
1089	1878	1	20				3	1			USA	AK	ALEUTIAN ISLANDS, AK			87	3.6		1.6	1.5																									
1090	1878	1	23	12	5		1	1	40	7.9	CHILE		N. CHILE	-19.92	-70.335	89																			1						3		3		
1091	1878	1	27				3	0			PERU		CENTRAL PERU	-12	-77	89				1.5		5	1											5	1										
1092	1878	1	28				1	0			CHILE		N. CHILE	-33	-71.6	89				1.5									1												1				
1094	1878	2	3				1	0			CHILE		N. CHILE	-20.2	-70.1	89																													
1095	1878	2	4				3	4			PAPUA NEW GUINEA		BISMARCK SEA	-4.25	152.25	82			2	1														1	1										
3585	1878	2	4				1	1			PERU		CENTRAL PERU	-12	-77	89																													
1096	1878	2	11				3	4		8	VANUATU		TANNA ISLAND	-19	168.5	82			1	1.5																									
1097	1878	2	14				2	1			CHILE		CENTRAL CHILE	-36.8	-73	89			-.5	0																									
1099	1878	3	12				2	1			CHILE		N. CHILE	-20.2	-70.1	89			-.5	0																									
