United States,1926,44.07,,,,,,32.75,,,,,,18.01,,,,,,13.75,,,,7.07,,,,,,,2.54,,,,,,,11.32,,,,14.74,,,,4.26,,,,6.68,,,,,,,,,,4.53,,,,45.71,,34.61,,19.91,,15.55,,8.46,,,3.36,,11.1,,14.7,,4.36,,7.09,,,,5.09,,,,,,,,,,,43.21,,,,16.67,8.58,,,,,,7.83,,23.71,,,,39.15,,,,20.28,8.85,,,,,,7.56,,24.17,,,,29.39,,,,32.21,9.88,,,,,,7.17,,21.34,,,,25.68,,,,37.8,10.1,,,,,,6.99,,19.44,,,,18.13,,,,49.8,9.7,,,,,,6.05,,16.32,,,,11.39,,,,62.67,8.14,,,,,,4.53,,13.28,,56.89,,,4.64,7.77,,,,,,8.49,,22.21,,51,,,6.02,7.7,,,,,,7.99,,27.29,,41.03,,,14.68,9.21,,,,,,7.76,,27.33,,33.28,,,25.72,10.5,,,,,,7.93,,22.58,,21.48,,,43.4,10.48,,,,,,6.81,,17.84,,5.07,5.99,7.99,8.77,10.53,12.93,2.33,3.42,5.39,6.82,9.14,9.03,10.86,16.1,18.51,24.9,37.26,2.58,4.24,7.53,10.88,16.74,,46940.016,,,4138,61992.48038,,64894.56586,0.083994,15723.44,,,,16459.51,,69291.61,,,,102995.94,,,,283202.71,,,,432323.23,,,,1111360.15,,,,3991834.18,,,,9771.42,,,,,,,35587.28,,,,57944.25,,,,134082.2,,,,262564,,,,791307.48,,,,,,32002.84,,,,41553.54,,,,107382.55,,,,167234.23,,,,466019.88,,,,1603643.11,,,,,75237.14,113945.2,327693.24,511816.8,1392310.79,5537008.39,9928.66,36529.08,60508.18,143569.69,291693.3,931788.83,32849.78,43392.22,114980.81,185787.48,548752.71,2224387.33,1.684,2.462
United States,1927,44.67,,,,,,33.43,,,,,,18.68,,,,,,14.33,,,,7.47,,,,,,,2.76,,,,,,,11.23,,,,14.75,,,,4.35,,,,6.86,,,,,,,,,,4.71,,,,46.67,,35.69,,21.03,,16.6,,9.25,,,3.75,,10.98,,14.67,,4.43,,7.34,,,,5.5,,,,,,,,,,,44.17,,,,17.21,8.98,,,,,,7.15,,22.48,,,,39.79,,,,20.98,9.38,,,,,,7.03,,22.81,,,,29.19,,,,32.79,10.34,,,,,,7.01,,20.67,,,,25.28,,,,38.34,10.5,,,,,,6.8,,19.08,,,,17.56,,,,49.83,9.85,,,,,,5.82,,16.95,,,,10.23,,,,61.03,8.41,,,,,,4.07,,16.26,,59.01,,,4.47,7.78,,,,,,7.4,,21.34,,52.98,,,6.41,8.29,,,,,,7.06,,25.26,,41.72,,,15.01,9.82,,,,,,7.68,,25.78,,33.23,,,26.5,11.18,,,,,,7.82,,21.28,,21.33,,,44.07,10.58,,,,,,6.71,,17.3,,5.98,6.99,9.31,10.34,12.5,14.32,2.83,3.87,5.76,7.86,11.39,10.58,12.66,18.54,21.35,28.41,40.07,3.14,4.79,8.03,12.45,20.46,,47722.889,,,4102,62292.3428,,65813.85937,0.0824092,15839.17,,,,16734.59,,70746.79,,,,105905.88,,,,295857.95,,,,454046.41,,,,1183598.38,,,,4368655.37,,,,9738.32,,,,,,,35587.7,,,,58417.86,,,,137669.5,,,,271658.41,,,,829703.16,,,,,,32590.73,,,,42610.51,,,,109803.98,,,,170173.11,,,,476968.56,,,,1782273.6,,,,,78097.73,119454.92,351845.24,555485.26,1548608.87,6282521.83,9916.46,36740.54,61357.34,148205.22,307204.36,1022618.54,33646.49,44754.58,118207.17,192439.91,587869.16,2563070.75,1.661,2.513
United States,1928,46.09,,,,,,34.77,,,,,,19.6,,,,,,15.17,,,,8.19,,,,,,,3.23,,,,,,,11.32,,,,15.17,,,,4.42,,,,6.98,,,,,,,,,,4.97,,,,49.29,,38.56,,23.94,,19.4,,11.54,,,5.02,,10.73,,14.62,,4.54,,7.86,,,,6.52,,,,,,,,,,,45.5,,,,18.23,8.91,,,,,,6.44,,20.91,,,,40.57,,,,22.25,9.28,,,,,,6.48,,21.43,,,,28.59,,,,32.92,10.47,,,,,,6.68,,21.34,,,,24.48,,,,38.21,10.71,,,,,,6.42,,20.17,,,,16.55,,,,47.86,10.11,,,,,,5.14,,20.34,,,,9.33,,,,54.28,9.23,,,,,,3.08,,24.08,,61.22,,,4.51,7.75,,,,,,6.27,,20.25,,55.51,,,8.83,7.89,,,,,,6.24,,21.53,,42.13,,,15.43,9.69,,,,,,7.52,,25.23,,33.14,,,27.69,11.37,,,,,,7.82,,19.98,,20.52,,,44.32,10.59,,,,,,6.28,,18.29,,8.55,10.28,14.7,16.4,19.46,20.69,2.8,3.84,8.31,12.5,18.63,15.35,18.66,27.76,31.57,39.97,51.07,3.1,4.76,11.46,19.23,31.41,,48444.95,,,4071,63691.42913,,69383.71451,0.0812998,16171.22,,,,17616.49,,74538.3,,,,112459.27,,,,316935.2,,,,490793.75,,,,1324691.82,,,,5216008.55,,,,9685.99,,,,,,,36617.34,,,,61340.29,,,,143076.65,,,,282319.23,,,,892323.29,,,,,,33529.61,,,,44126.09,,,,113055.71,,,,171532,,,,486770.61,,,,2030363.27,,,,,86829.41,135871.34,421743.15,683484.97,2033101.36,8851432.1,9926.17,37787.47,64403.39,160001.33,346080.87,1275509.05,34601.08,46329.58,126429.18,210272.4,695801.98,3445474.15,1.61,2.64
United States,1929,43.76,,,,,,33.05,,,,,,18.42,,,,,,14.21,,,,7.62,,,,,,,3.01,,,,,,,10.71,,,,14.63,,,,4.2,,,,6.59,,,,,,,,,,4.62,,,,46.71,,36.48,,22.35,,18.07,,10.91,,,4.99,,10.23,,14.13,,4.29,,7.15,,,,5.92,,,,,,,,,,,45.22,,,,18.97,8.77,,,,,,6.83,,20.21,,,,40.44,,,,22.98,9.13,,,,,,6.77,,20.67,,,,28.37,,,,33.82,10.43,,,,,,7.05,,20.34,,,,24.17,,,,39.25,10.78,,,,,,6.94,,18.86,,,,15.93,,,,49.61,10.62,,,,,,5.82,,18.03,,,,8.8,,,,56.76,10.18,,,,,,3.67,,20.58,,59.73,,,5.8,7.68,,,,,,6.97,,19.81,,55.11,,,9.72,7.66,,,,,,6.46,,21.05,,42.02,,,16.16,9.3,,,,,,7.39,,25.14,,33.01,,,28.15,10.95,,,,,,8.15,,19.74,,19.82,,,45.7,10.85,,,,,,6.99,,16.63,,7.64,9.18,13.47,15.19,19.36,22.71,2.53,3.14,7.11,9.79,17.02,14.19,17.41,26.56,30.53,40.49,54.03,2.8,3.9,9.85,15.32,29.09,,49084.788,,,4044.327,67280,,72489.04882,0.0812998,16859.68,,,,18165.02,,73775.28,,,,111437,,,,310520.02,,,,479257.55,,,,1285021.53,,,,5067651.74,,,,10535.73,,,,,,,36113.56,,,,61666.24,,,,141782.48,,,,277816.56,,,,864729.29,,,,,,32733.42,,,,43670.75,,,,113759.24,,,,172579.76,,,,458301.96,,,,1827976.44,,,,,84848.05,132542.98,406040.51,656356.51,1982472.73,9064822.3,10755.79,37153.11,64168.59,155724.5,324827.46,1195545,33675.67,45442.86,124945.63,201782.95,633632.54,3269814.59,1.621,2.61
United States,1930,43.07,,,,,,31.18,,,,,,16.42,,,,,,12.42,,,,6.4,,,,,,,2.39,,,,,,,11.89,,,,14.76,,,,4.01,,,,6.02,,,,,,,,,,4.01,,,,43.87,,32.06,,17.22,,13.2,,7.07,,,2.84,,11.8,,14.84,,4.02,,6.13,,,,4.23,,,,,,,,,,,49.14,,,,19.12,9.37,,,,,,6.6,,15.77,,,,44.47,,,,23.78,9.54,,,,,,6.63,,15.58,,,,32.44,,,,34.93,10.26,,,,,,6.87,,15.5,,,,27.8,,,,40.87,10.57,,,,,,6.88,,13.88,,,,19.13,,,,53.81,10.11,,,,,,6.2,,10.75,,,,12.18,,,,69.06,8.13,,,,,,3.91,,6.72,,61.2,,,5.39,8.85,,,,,,6.44,,18.12,,57.69,,,11.44,8.81,,,,,,6.4,,15.66,,46.55,,,16.89,9.31,,,,,,6.81,,20.43,,36.69,,,27.61,11.03,,,,,,7.58,,17.09,,22.95,,,45.42,11.21,,,,,,7.47,,12.96,,2.93,3.42,4.25,4.74,6.09,8.01,1.62,2.48,2.72,3.26,4.91,5.35,6.34,9.35,11.03,15.98,25.82,1.8,3.08,3.84,5.31,9.35,,49750,,,3708,60240,,61813.90702,0.0792396,15280.92,,,,15680.17,,65820.24,,,,95293.92,,,,250955.81,,,,379494.27,,,,978242.32,,,,3650236.2,,,,9665.44,,,,,,,36346.56,,,,56378.45,,,,122417.35,,,,229807.26,,,,681354.12,,,,,,32261.02,,,,41258.05,,,,100702.48,,,,151158.07,,,,404002.14,,,,1440202.18,,,,,68781.78,100550.91,270063.87,414088.49,1109255.45,4460306.65,9779.99,37012.66,58172.67,126039.26,240296.74,736916.43,32852.24,42571.07,103681.92,158057.63,436947.26,1759815.8,1.692,2.444
United States,1931,44.4,,,,,,31.01,,,,,,15.27,,,,,,11.32,,,,5.68,,,,,,,2.07,,,,,,,13.39,,,,15.74,,,,3.95,,,,5.65,,,,,,,,,,3.6,,,,44.54,,31.23,,15.5,,11.57,,5.89,,,2.25,,13.31,,15.73,,3.93,,5.67,,,,3.64,,,,,,,,,,,51.57,,,,18.11,9.58,,,,,,6.74,,13.99,,,,47.21,,,,22.36,9.95,,,,,,6.72,,13.76,,,,36.97,,,,31.36,10.51,,,,,,6.86,,14.3,,,,31.64,,,,37.22,10.93,,,,,,7.08,,13.13,,,,21.85,,,,50.44,10.56,,,,,,6.8,,10.35,,,,12.86,,,,67.84,8.44,,,,,,4.35,,6.51,,62.65,,,5.59,8.68,,,,,,6.71,,16.37,,58.34,,,11.33,9.44,,,,,,6.59,,14.3,,52.09,,,14.74,9.32,,,,,,6.26,,17.6,,41.27,,,24.22,11.3,,,,,,7.35,,15.86,,26.86,,,40.74,11.75,,,,,,8.16,,12.5,,1.07,1.35,1.88,2.12,2.72,3.74,0.44,0.82,1.2,1.5,2.12,2.24,2.58,4.27,5.14,7.71,13.46,0.48,1.02,1.71,2.47,4.16,,50461.666,,,3226,50560,,51113.24598,0.0722665,13864.63,,,,14016.34,,61565.89,,,,85994.61,,,,211721.16,,,,313999.84,,,,786837.88,,,,2876097.68,,,,8564.49,,,,,,,37137.17,,,,54562.97,,,,109442.49,,,,195790.32,,,,554697.91,,,,,,31890.32,,,,40016.59,,,,91234.66,,,,134481.05,,,,336749.5,,,,1187224.75,,,,,62433.28,87548.51,217231.72,324219.85,826038.74,3153539.06,8636.68,37318.05,55127.71,110243.59,198765.13,567427.59,32045.64,40430.78,91902.48,136524.33,344477.52,1301749.81,1.754,2.326
United States,1932,46.3,,,,,,32.59,,,,,,15.48,,,,,,11.55,,,,5.9,,,,,,,1.93,,,,,,,13.71,,,,17.11,,,,3.93,,,,5.65,,,,,,,,,,3.97,,,,46.37,,32.67,,15.56,,11.62,,5.97,,,1.99,,13.7,,17.11,,3.93,,5.65,,,,3.98,,,,,,,,,,,58.12,,,,15.41,8.9,,,,,,6.27,,11.29,,,,53.17,,,,18.78,9.91,,,,,,6.77,,11.37,,,,43.33,,,,27.15,10.36,,,,,,6.94,,12.23,,,,36.67,,,,32.44,11.29,,,,,,7.52,,12.08,,,,25.66,,,,44.92,11.45,,,,,,7.62,,10.35,,,,15.63,,,,63.97,8.54,,,,,,4.99,,6.87,,71.38,,,4.73,6.61,,,,,,5.15,,12.13,,64.6,,,8.87,8.17,,,,,,6.66,,11.7,,62.59,,,11.84,7.65,,,,,,5.26,,12.66,,48.03,,,19.56,11.13,,,,,,7.43,,13.85,,30.52,,,35.7,12.86,,,,,,8.89,,12.04,,0.48,0.57,0.89,1.09,1.35,1.47,0.27,0.28,0.31,0.82,1.3,0.71,0.88,1.98,2.5,3.59,5.64,0.3,0.35,0.44,1.35,2.56,,51117.35,,,3877,38640,,38777.61379,0.064818,11662,,,,11703.54,,53995.69,,,,76014.82,,,,180509.94,,,,269368.07,,,,687617.91,,,,2246668.13,,,,6958.26,,,,,,,31976.56,,,,49891.04,,,,91651.82,,,,164805.61,,,,514390.11,,,,,,21875.32,,,,37359.78,,,,78054.46,,,,112098.4,,,,295550.96,,,,1114677.67,,,,,54269.55,76466.52,182059.4,272060.58,698643.7,2328381.79,6973.98,32072.58,50068.3,92058.23,165414.79,517561.7,21941.01,37492.52,78400.58,112512.76,297373.24,1155219.66,1.722,2.386
United States,1933,45.03,,,,,,32.49,,,,,,15.77,,,,,,11.78,,,,6.05,,,,,,,2.04,,,,,,,12.54,,,,16.72,,,,3.99,,,,5.72,,,,,,,,,,4.01,,,,45.6,,33.19,,16.46,,12.46,,6.61,,,2.34,,12.42,,16.73,,4,,5.86,,,,4.26,,,,,,,,,,,59.05,,,,11.67,7.97,,,,,,5.74,,15.57,,,,53.77,,,,15.07,8.79,,,,,,6.63,,15.73,,,,44.34,,,,23.16,9.47,,,,,,6.49,,16.55,,,,37.93,,,,28,10.08,,,,,,6.77,,17.23,,,,27.05,,,,39.54,10.18,,,,,,6.61,,16.63,,,,15.65,,,,57.44,8.18,,,,,,4.16,,14.58,,71.53,,,2.3,5.93,,,,,,4.06,,16.18,,65.58,,,4.71,6.82,,,,,,6.78,,16.11,,62.96,,,9.07,7.68,,,,,,5.69,,14.59,,49.1,,,16.16,9.98,,,,,,6.93,,17.84,,32.52,,,30.94,11.14,,,,,,7.78,,17.61,,1.97,2.48,3.62,4.19,5.33,6.17,0.6,1.38,1.91,2.95,4.9,3.35,4.4,7.76,9.38,13.42,20.82,0.67,1.72,2.71,4.82,9.35,,51757.038,,,3724,36160,,36769.63652,0.0614899,11362,,,,11553.56,,51159.05,,,,73822.16,,,,179189.19,,,,267658.92,,,,687910.12,,,,2323091.83,,,,6940.11,,,,,,,28495.94,,,,47480.41,,,,90719.47,,,,162596.12,,,,506223.26,,,,,,21284.74,,,,34324.19,,,,75951.91,,,,109099.22,,,,285711.49,,,,1069512.74,,,,,52686.34,76684.99,190172.63,288022.42,763559.51,2708457.48,6983.25,28687.69,48313.08,92322.84,169138.15,547459.74,21427.97,34926.14,77294.29,113488.82,308985.28,1246928.66,1.712,2.405
United States,1934,45.16,,,,,,32.99,,,,,,15.87,,,,,,11.8,,,,5.82,,,,,,,1.92,,,,,,,12.16,,,,17.13,,,,4.07,,,,5.97,,,,,,,,,,3.9,,,,45.78,,33.71,,16.4,,12.3,,6.13,,,2.07,,12.07,,17.32,,4.1,,6.17,,,,4.06,,,,,,,,,,,60.24,,,,12.39,6.53,,,,,,5.48,,15.36,,,,52.86,,,,16.69,7.62,,,,,,6.5,,16.33,,,,42.64,,,,26.11,7.84,,,,,,6.33,,17.08,,,,36.31,,,,31.51,8.85,,,,,,6.58,,16.76,,,,26.03,,,,45.43,8.6,,,,,,6.34,,13.6,,,,15.64,,,,64.64,6.3,,,,,,4.2,,9.21,,74.47,,,3.41,3.78,,,,,,3.39,,14.95,,65.88,,,5.05,5.95,,,,,,6.58,,16.54,,60.91,,,10.55,4.93,,,,,,5.63,,17.99,,46.23,,,18.06,9.09,,,,,,6.81,,19.81,,31.16,,,35.94,9.73,,,,,,7.4,,15.77,,1.06,1.36,1.85,2.06,2.18,1.64,0.25,0.91,1.23,1.93,2.45,1.73,2.24,3.41,3.96,4.72,4.46,0.28,1.13,1.75,3.21,4.85,,52429.938,,,4094,41600,,42030.15175,0.0635502,12485.25,,,,12614.35,,56377.25,,,,82389.29,,,,198118.29,,,,294551.84,,,,727101.19,,,,2399533.04,,,,7608.36,,,,,,,30365.22,,,,53457.03,,,,101684.73,,,,186414.5,,,,541275.43,,,,,,25799.31,,,,36569.08,,,,84570.46,,,,125009.09,,,,337978.38,,,,1150753.52,,,,,57752.97,85054.73,206837.39,310188.35,773148.08,2615262.07,7598.95,30451.21,54609.07,103486.42,194448.42,568468.74,25872.37,37357.17,86068.92,130396.61,354958.19,1254211.55,1.771,2.297
United States,1935,43.39,,,,,,30.99,,,,,,15.63,,,,,,11.67,,,,5.8,,,,,,,1.95,,,,,,,12.4,,,,15.36,,,,3.96,,,,5.87,,,,,,,,,,3.85,,,,44.49,,32.28,,16.68,,12.63,,6.39,,,2.19,,12.21,,15.61,,4.04,,6.24,,,,4.2,,,,,,,,,,,60.04,,,,12.53,5.98,,,,,,5.6,,15.85,,,,52.43,,,,16.89,6.76,,,,,,6.61,,17.32,,,,41.75,,,,26.64,6.8,,,,,,6.43,,18.38,,,,35.74,,,,32.41,7.74,,,,,,6.68,,17.43,,,,25.32,,,,46.03,7.39,,,,,,6.4,,14.87,,,,14.24,,,,64.77,5.18,,,,,,4.39,,11.42,,73.79,,,3.2,4.24,,,,,,3.81,,14.96,,66.23,,,4.99,5.15,,,,,,6.64,,16.99,,59.33,,,9.75,4.06,,,,,,5.69,,21.17,,45.88,,,19.17,8.08,,,,,,6.96,,19.91,,30.82,,,36.71,8.49,,,,,,7.39,,16.59,,2.35,3.11,4.1,4.5,4.76,3.46,0.41,2.09,2.88,4.24,5.41,3.85,5.13,7.49,8.57,10.08,9.12,0.46,2.62,4.11,7.03,10.58,,53147.098,,,4575,46800,,47761.43061,0.065135,13519.24,,,,13796.97,,58664.01,,,,83792.73,,,,211282.85,,,,315553.22,,,,783692.83,,,,2631299.17,,,,8503.15,,,,,,,33535.28,,,,51920.2,,,,107012.48,,,,198518.32,,,,578403.23,,,,,,28336.32,,,,40211.09,,,,88649.11,,,,130657.9,,,,354411.57,,,,1254739.15,,,,,61388.2,89086.38,230082.17,348625.47,881941.85,3018704.67,8509.05,33690.03,53837.44,111538.86,215296.38,644523.76,28467.07,41695.94,92398.77,141700.63,394926.36,1439474.08,1.757,2.322
United States,1936,44.77,,,,,,32.65,,,,,,17.64,,,,,,13.37,,,,6.69,,,,,,,2.23,,,,,,,12.12,,,,15.02,,,,4.27,,,,6.68,,,,,,,,,,4.45,,,,46.59,,34.64,,19.29,,14.86,,7.57,,,2.54,,11.96,,15.35,,4.43,,7.29,,,,5.03,,,,,,,,,,,56.48,,,,15.69,4.7,,,,,,6.12,,17.01,,,,48.03,,,,21.51,5.01,,,,,,6.95,,18.5,,,,36.13,,,,33.67,4.77,,,,,,6.41,,19.02,,,,30.71,,,,39.78,5.42,,,,,,6.47,,17.62,,,,21.1,,,,53.48,4.89,,,,,,6.01,,14.52,,,,10.79,,,,70.28,3.41,,,,,,4.21,,11.31,,72.25,,,3.28,3.98,,,,,,4.63,,15.87,,63.38,,,6.93,3.72,,,,,,7.39,,18.59,,52.94,,,14.71,2.76,,,,,,6.23,,23.35,,40.15,,,26.31,5.94,,,,,,6.92,,20.67,,26.15,,,45.25,5.61,,,,,,6.89,,16.1,,4.33,5.17,6.33,6.73,6.72,4.38,2,3.78,5.04,6.73,7.85,6.82,8.41,11.32,12.54,13.93,11.37,2.23,4.75,7.21,11.1,15.23,,53844.313,,,5413,52560,,54483.57752,0.0657689,14842.09,,,,15385.28,,66451.56,,,,96933.03,,,,261775.05,,,,396851.76,,,,992557.38,,,,3315910.28,,,,9107.71,,,,,,,35970.09,,,,55722.52,,,,126698.34,,,,247925.35,,,,734407.06,,,,,,30606.14,,,,43631.91,,,,103253.96,,,,157613.76,,,,446355.86,,,,1615313.49,,,,,71685.82,106585.27,296755.02,457197.1,1163932.13,3903118.83,9129.66,36786.38,59042.83,136312.93,280513.35,859578.05,31300.7,46231.78,111089.45,178330.95,522431.94,1901366.43,1.728,2.374
United States,1937,43.35,,,,,,31.38,,,,,,16.45,,,,,,12.42,,,,6.16,,,,,,,2.02,,,,,,,11.97,,,,14.93,,,,4.04,,,,6.25,,,,,,,,,,4.15,,,,44.23,,32.27,,17.15,,13.02,,6.49,,,2.17,,11.96,,15.12,,4.13,,6.53,,,,4.32,,,,,,,,,,,59.6,,,,15.75,3.79,,,,,,5.03,,15.84,,,,53.79,,,,20.34,3.91,,,,,,5.21,,16.76,,,,36.27,,,,34,4.87,,,,,,6.43,,18.42,,,,31.66,,,,40.1,4.97,,,,,,6.51,,16.76,,,,22.6,,,,54.3,4.43,,,,,,6.17,,12.5,,,,12.46,,,,72.54,3.15,,,,,,4.65,,7.2,,74.03,,,4.34,3.49,,,,,,4.57,,13.56,,71.57,,,6.47,2.93,,,,,,3.96,,15.07,,50.38,,,15.34,4.59,,,,,,6.17,,23.51,,40.51,,,26.24,5.48,,,,,,6.85,,20.92,,27.53,,,45.42,5.06,,,,,,6.91,,15.08,,1.65,1.87,2.49,2.53,2.35,1.71,1.04,1.18,2.38,2.71,2.67,2.54,3.06,4.44,4.77,5.06,4.63,1.16,1.48,3.4,4.49,5.27,,54539.105,,,6350,57840,,58544.47161,0.0681461,15562.51,,,,15752.05,,67460.16,,,,97668.03,,,,256009.98,,,,386422.9,,,,958834.26,,,,3136682.22,,,,9796.1,,,,,,,37252.3,,,,58082.54,,,,125597.05,,,,243320.06,,,,716851.15,,,,,,32430.33,,,,43542.05,,,,103226.33,,,,158226.07,,,,443547.07,,,,1513804.28,,,,,69673.55,101659.66,270137.31,410298.37,1023010.87,3425097.97,9760.77,37687.44,59540.25,129976.26,257120.24,756112.31,32809.14,44634.84,106825.54,167200.05,467839.65,1652997.53,1.744,2.345
United States,1938,43,,,,,,30.18,,,,,,14.73,,,,,,10.82,,,,5.16,,,,,,,1.67,,,,,,,12.82,,,,15.45,,,,3.91,,,,5.66,,,,,,,,,,3.49,,,,44.07,,31.34,,15.75,,11.78,,5.88,,,2.19,,12.73,,15.59,,3.98,,5.89,,,,3.69,,,,,,,,,,,63.09,,,,11.5,3.9,,,,,,4.92,,16.59,,,,58.22,,,,15.31,4.04,,,,,,5.07,,17.36,,,,42.3,,,,26.17,5.15,,,,,,6.3,,20.08,,,,37.93,,,,31.35,5.32,,,,,,6.39,,19.01,,,,29.37,,,,44.25,4.84,,,,,,5.95,,15.6,,,,18.94,,,,63.65,3.39,,,,,,4.56,,9.46,,73.96,,,3.01,3.59,,,,,,4.57,,14.87,,72.11,,,5.83,3.07,,,,,,4,,14.99,,54.22,,,12,4.69,,,,,,6.07,,23.01,,45.52,,,19.92,5.75,,,,,,6.77,,22.04,,34.09,,,35.46,5.49,,,,,,6.59,,18.38,,1.97,2.42,3.6,4.05,5.36,8.77,0.91,1.27,2.35,2.82,3.64,3.48,4.48,7.35,8.69,12.69,21.87,1.01,1.59,3.37,4.7,7.23,,55342.212,,,6204,52960,,53870.77452,0.0668782,14308.92,,,,14554.99,,61529.61,,,,86374.88,,,,210761.49,,,,309540.95,,,,737727.64,,,,2384527.79,,,,9062.17,,,,,,,36684.33,,,,55278.23,,,,111982.04,,,,202494.27,,,,554749.84,,,,,,31754.59,,,,42179.09,,,,93817.99,,,,137580.37,,,,351119.55,,,,1055979.25,,,,,64150.89,91244.41,229312.77,342795.61,856395.75,3194110.52,9044.34,37057.36,56727.32,115829.93,214395.57,596649.67,32077.49,43284.79,97041.74,145666.45,377639.34,1414499.95,1.838,2.193
United States,1939,44.57,,,,,,31.29,,,,,,15.39,,,,,,11.37,,,,5.45,,,,,,,1.74,,,,,,,13.28,,,,15.89,,,,4.03,,,,5.91,,,,,,,,,,3.71,,,,45.52,,32.28,,16.18,,12.06,,5.87,,,1.96,,13.24,,16.1,,4.12,,6.19,,,,3.91,,,,,,,,,,,62.41,,,,12.85,3.39,,,,,,4.59,,16.75,,,,56.35,,,,16.57,3.7,,,,,,5.01,,18.36,,,,39.55,,,,28.2,4.75,,,,,,6.32,,21.19,,,,35.08,,,,33.78,4.89,,,,,,6.42,,19.83,,,,26.54,,,,47.69,4.41,,,,,,6.13,,15.23,,,,16.31,,,,67.83,3.06,,,,,,4.71,,8.09,,75.97,,,4.51,2.7,,,,,,3.66,,13.16,,71.33,,,6.22,2.78,,,,,,3.84,,15.83,,52.07,,,12.54,4.35,,,,,,6.04,,25,,42.85,,,21.13,5.32,,,,,,6.68,,24.02,,31.3,,,38.32,5.04,,,,,,6.79,,18.55,,1.79,2.14,2.94,3.09,3.26,3.19,0.96,1.36,2.5,2.93,3.3,2.83,3.56,5.4,6.02,7.22,8.54,1.07,1.71,3.59,4.88,6.56,,56181.362,,,7633,56480,,57272.84949,0.0659274,15248.84,,,,15462.9,,67962.4,,,,95416.9,,,,234725.93,,,,346615.95,,,,831208.9,,,,2655219.86,,,,9391.78,,,,,,,40507.9,,,,60589.64,,,,122835.92,,,,225467.71,,,,628541.01,,,,,,35816.81,,,,47295.42,,,,102660.67,,,,151162.39,,,,393662.69,,,,1295499.64,,,,,70383.84,99824.49,250119.45,372895.96,907924.41,3036049.03,9360.57,40943.19,62250.75,127342.93,239138.85,671466.12,36201.7,48592.06,106427.43,160328.06,420547.2,1481308.76,1.821,2.218
United States,1940,44.43,,,,,,31.29,,,,,,15.73,,,,,,11.66,,,,5.57,,,,,,,1.77,,,,,,,13.14,,,,15.55,,,,4.07,,,,6.09,,,,,,,,,,3.8,,,,45.29,,32.22,,16.48,,12.33,,6.01,,,2.04,,13.07,,15.74,,4.14,,6.33,,,,3.96,,,,,,,,,,,63.38,,,,12.68,2.83,,,,,,4.31,,16.8,,,,55.17,,,,16.86,3.36,,,,,,4.98,,19.63,,,,39.37,,,,27.94,4.1,,,,,,6.18,,22.41,,,,35.37,,,,33.18,4.17,,,,,,6.25,,21.03,,,,27.18,,,,46.63,3.74,,,,,,5.97,,16.47,,,,16.31,,,,66.88,2.74,,,,,,4.62,,9.45,,81.94,,,3.24,1.63,,,,,,2.8,,10.39,,69.86,,,6.55,2.68,,,,,,3.87,,17.04,,50.76,,,13.04,3.87,,,,,,5.99,,26.34,,42.75,,,21.04,4.56,,,,,,6.5,,25.14,,32.18,,,37.31,4.21,,,,,,6.59,,19.71,,1.52,1.88,2.59,2.76,3.08,3.87,0.65,1.16,2.08,2.46,2.71,2.5,3.22,4.9,5.54,7.06,10.28,0.72,1.46,2.99,4.1,5.4,,57115,,,14665,60720,,61477.87421,0.0665613,15972.03,,,,16171.38,,70958.34,,,,99947.02,,,,251303.65,,,,372509.29,,,,890152.3,,,,2833497.71,,,,9862.43,,,,,,,41969.65,,,,62107.87,,,,130098.02,,,,243098.53,,,,674225.03,,,,,,39755.97,,,,46833.24,,,,107888.69,,,,164077.19,,,,428302.37,,,,1368985.64,,,,,73245.24,104215.62,266473.18,398893.56,971119.89,3304805.3,9829.84,42274.87,63651.23,134052.8,255836.98,711821.51,40045.08,47997.03,111168.34,172674.9,452185.59,1596694.78,1.821,2.219
